id,views
14330945,28
14331186,190
14331195,96
14331526,62
14332061,11
14333321,26
14333374,254
14333521,32
14335589,22
14338102,21
14341235,3
14342362,54
14342397,1
14343279,47
14344013,20
14344776,2
14346526,20
14346607,1
14348038,58
14348831,3
14349267,45
14349669,71
14350709,7
14351125,19
14353267,97
14354306,395
14356194,26
14356719,12
14357279,121
14358017,27
14359056,27
14360387,31
14364006,70
14364461,52
14365122,27
14365218,53
14368171,97
14368443,42
14368556,71
14368818,525
14370075,27
14370333,123
14371552,24
14372126,3
14372183,30
14372290,82
14373265,246
14374995,123
14376158,25
14378168,37
14379626,150
14379889,20
14380371,26
14380637,357
14382387,74
14383829,808
14383976,1
14383987,21
14385261,3
14385611,1256
14386073,1
14387364,144
14388596,31
14388624,15
14389433,482
14390588,3
14390630,52
14391305,36
14392110,4
14392656,76
14393091,3
14394736,100
14395688,796
14395971,269
14396846,96
14396870,40
14398228,51
14399132,21
14399670,55
14403587,306
14403989,1
14404837,19
14404878,261
14405460,11
14407433,7
14408298,1
14410569,83
14411067,105
14411262,32
14411483,67
14412379,39
14412466,18
14412957,126
14413744,49
14413821,4
14413898,2
14415070,23
14415113,29
14418182,22
14418360,28
14419176,131
14419848,26
14420317,28
14422539,91
14422609,6
14424188,33
14424275,6
14425095,28
14425276,9
14425277,3
14425287,48
14425746,47
14426642,20
14428503,23
14430404,2
14431370,113
14431380,340
14431542,201
14433404,106
14435143,30
14435406,6
14436462,12
14436599,86
14438031,13
14438202,403
14440554,100
14441614,24
14442020,1
14443259,25
14443735,15
14445293,4
14447050,961
14449238,1
14449686,29
14450424,99
14452370,2
14453116,811
14453633,66
14453651,25
14454379,9
14454393,2205
14454530,39
14454726,48
14454782,813
14455986,21
14456381,1
14457154,18
14458222,50
14459090,2153
14460766,5
14461068,1266
14462327,8
14465170,49
14467497,6
14467591,207
14467620,811
14467805,23
14468592,77
14468781,1
14469153,23
14476569,48
14477385,27
14477791,114
14477867,8
14477952,1
14479614,1
14481889,20
14484538,11
14486162,1168
14486750,46
14486845,189
14488417,2
14492190,300
14493702,2
14494205,10
14495416,18
14495490,1
14498633,1
14499235,26
14499956,21
14500590,41
14504019,105
14507947,76
14509956,82
14510606,58
14511034,276
14512542,142
14513956,1
14517001,33
14517956,6
14519801,56
14520064,4
14521169,95
14522146,11
14525768,1
14525891,31
14530406,86
14532383,65
14533126,156
14534795,1
14539461,5
14539572,60
14540923,178
14541049,136
14542509,85
14544049,77
14544476,10
14544959,7
14546041,2
14547430,704
14550247,61
14550279,39
14550541,4
14553198,2
14554623,1
14554917,11
14556156,18
14559309,1539
14560012,1
14561241,438
14561517,2
14563688,44
14564058,317
14565448,205
14565710,29
14565872,2
14566768,165
14567149,111
14567356,35
14567950,22
14568000,8
14569018,20
14569056,7
14569190,94
14569256,91
14570331,368
14570369,44
14572399,3
14572865,7
14574205,3
14574964,153
14575286,3
14578871,1743
14579745,25
14580019,30
14580026,12
14580652,8
14582318,24
14586815,25
14587018,1
14588873,66
14589290,18
14589546,128
14589622,28
14589808,8
14590246,3
14590396,26
14590603,311
14591730,27
14591960,4
14592324,244
14592629,137
14594207,2279
14594974,29
14595702,136
14596056,1
14596402,196
14596756,8
14597106,31
14597904,1
14598278,668
14598282,2
14599920,145
14600571,148
14600644,558
14601323,26
14601326,3
14604477,220
14604659,287
14605254,45
14605576,21
14606829,3
14607081,69
14607329,315
14607385,22
14608165,537
14609359,61
14610010,108
14610157,369
14610535,27
14610602,1
14611123,1
14611137,1
14611400,8
14611718,1
14611732,532
14612058,196
14612169,2
14613674,68
14614098,112
14614416,26
14616094,1
14617966,28
14619723,812
14620115,29
14620562,11
14622800,10
14623145,43
14623642,28
14624529,28
14627331,2
14629803,15
14629877,124
14629963,123
14630353,9
14630377,9
14630808,110
14631923,66
14632775,5
14632880,7
14633295,22
14633338,97
14634588,9
14636844,46
14640708,23
14641280,56
14642046,136
14642361,225
14643033,22
14643872,3
14645546,7
14647617,327
14648689,343
14649514,4
14650026,12
14650233,32
14651237,13
14652371,9
14654020,21
14654618,34
14655077,2
14657851,3
14660110,34
14660518,872
14660785,112
14660854,46
14661496,33
14661741,3
14661940,216
14662735,5
14663130,26
14663736,42
14663955,45
14664453,99
14665587,19
14666791,13
14667390,7
14667495,147
14667742,18
14667777,169
14667831,32
14669259,39
14671618,565
14673469,2
14673798,1
14674306,5
14674827,24
14676696,18
14676941,3
14677515,161
14678494,54
14678670,4
14679790,18
14680231,21
14681474,232
14683101,24
14683457,57
14683850,3
14684029,1
14684197,25
14684598,204
14684647,190
14685011,1
14685487,25
14688504,1
14688516,6
14688981,864
14689076,27
14690955,8
14692611,62
14693458,70
14695439,482
14695957,368
14696337,64
14696793,451
14697357,29
14697556,8
14697682,28
14699534,23
14700045,167
14700131,26
14700804,6
14701196,23
14701349,58
14704441,526
14704532,10
14705017,71
14705148,61
14705647,10
14705935,23
14706831,112
14707717,22
14708154,268
14708172,4
14708336,201
14708872,107
14710400,22
14711490,97
14711511,278
14712613,58
14712809,115
14714493,273
14717226,541
14718037,39
14718149,111
14718961,77
14719648,63
14719725,41
14721244,2
14722105,10
14722291,27
14722615,651
14726200,1
14726659,244
14726780,27
14727494,27
14727760,15
14729417,10
14729830,1
14730378,3
14730756,33
14731853,35
14731946,1
14732854,20
14734677,10
14734683,415
14735920,916
14736133,9
14736230,21
14736259,18
14737817,9
14740675,519
14741429,109
14741809,103
14742185,32
14743385,35
14743475,58
14744124,36
14744789,33
14746100,68
14746385,121
14746633,84
14747892,31
14748163,13
14750434,24
14751043,1
14751756,1201
14754473,76
14754864,1125
14755018,5
14755501,279
14756556,7
14757627,10
14757732,17
14758715,86
14759090,22
14759631,189
14759694,10
14760000,40
14760315,54
14761066,2
14761374,2
14762100,309
14762172,36
14762345,328
14762450,9
14763913,14
14764888,21
14767070,241
14767889,1
14769922,53
14775116,1081
14776718,18
14778014,49
14779882,3
14781380,133
14781737,74
14782977,30
14783635,49
14787188,34
14788534,1
14789081,427
14789241,134
14790949,67
14791061,7
14791780,46
14791927,452
14793313,1
14796456,576
14797548,3166
14797793,62
14797912,72
14799091,22
14799116,16
14801484,232
14801531,2
14803151,440
14803851,48
14804564,963
14808244,2
14808405,163
14810465,96
14810493,2
14810927,654
14812250,5
14812446,25
14814358,3
14815372,5
14817262,1
14818081,38
14818758,2
14818767,14
14819052,19868
14819712,22
14820427,98
14822477,1
14822974,2
14823199,88
14823483,1
14824099,88
14824291,1
14824596,158
14825509,24
14826979,21
14827165,49
14827776,71
14828946,8
14829162,685
14829982,479
14830161,480
14830688,262
14830808,9
14831522,147
14832711,190
14832957,130
14833244,33
14833318,112
14833481,25
14833801,13
14835141,75
14835875,32
14836713,1
14836811,9
14836904,274
14837049,1
14838218,342
14838395,20
14840944,134
14844143,141
14844241,266
14844317,14
14845906,248
14847640,74
14848893,36
14850611,805
14850967,6
14851065,13
14851665,2
14853716,206
14854181,1
14854262,52
14855636,44
14855749,150
14857720,184
14858973,46
14859165,9
14859568,19
14859862,56
14860165,252
14861041,56
14861069,1
14862083,30
14862441,97
14862760,179
14863567,34
14865793,6
14866956,59
14867214,29
14867733,4
14867782,4
14868069,1
14868810,3
14868867,121
14870883,12
14871429,530
14871610,28
14871834,114
14872091,5
14872297,984
14873113,51
14873456,30
14873564,12
14875397,132
14875612,184
14876263,4
14877315,2
14877868,1
14878708,1391
14880799,3
14881422,1
14882367,4
14882682,20
14882985,53
14883308,20
14884491,91
14884791,17
14884939,151
14885860,2146
14886413,206
14888184,50
14891042,6
14891698,17
14892265,19
14892960,61
14893140,135
14893378,13
14893486,16
14893500,69
14893647,65
14893745,16
14894631,42
14895096,10
14895453,223
14895936,64
14896171,157
14899230,51
14899828,22
14900094,4
14900303,160
14900968,982
14901750,14
14901883,18
14901886,20
14901925,22
14902744,2617
14903804,3
14904004,3
14904798,1
14905351,20
14905586,18
14905915,116
14906030,2
14906142,169
14906533,1
14906940,68
14908046,422
14908116,196
14908400,25
14909137,27
14909557,1
14910537,113
14910640,3
14912679,70
14913895,2
14915771,3
14916135,20
14916194,74
14916901,5
14917062,23
14917908,27
14918165,30
14919953,70
14920506,5
14920601,1
14922123,4
14922799,32
14923249,464
14923492,54
14924811,28
14927239,79
14927345,562
14928220,3
14928367,4
14931223,308
14931397,45
14931636,4
14933607,13
14933756,4
14935345,9
14935745,12
14936337,21
14937124,58
14939370,1
14941468,142
14941671,1
14941937,18
14942037,1
14942861,64
14944030,364
14944054,39
14945047,28
14945286,1
14948842,10
14948890,198
14949184,55
14950277,23
14952202,26
14952803,74
14953179,8
14954266,4
14954924,23
14955449,25
14955541,182
14955891,82
14956094,252
14956108,30
14956259,1049
14956644,68
14957732,95
14958576,1644
14958858,17
14958921,3
14959696,8
14960209,32
14962345,39
14963021,2
14963471,41
14963553,21
14964148,25
14964794,50
14965473,107
14967167,30
14967405,24
14967410,202
14968061,49
14969022,12
14970030,7
14970773,148
14971451,24
14971983,2
14972418,15
14972578,4
14974319,1
14974769,239
14975033,73
14976989,40
14977297,216
14977486,23
14977723,7
14978029,25
14978652,2
14979466,21
14981735,13
14983380,90
14986403,310
14987409,7
14991108,323
14994174,197
14994992,206
14995559,286
14995816,36
14997384,613
14998037,34
14999235,27
15001122,64
15003477,29
15004134,58
15006556,53
15008020,43
15008472,253
15009503,15
15010078,22
15010155,2
15010257,1003
15010719,22
15012441,13
15013092,21
15013715,783
15014793,229
15016027,17
15016438,12
15017211,24
15017869,171
15018898,86
15019231,75
15021809,31
15023641,8
15025835,24
15026371,148
15026784,47
15029626,1
15030048,69
15030182,27
15030818,34
15031910,21
15035340,79
15035733,115
15036293,12
15036537,4
15036965,254
15037147,181
15037412,38
15038267,38
15038519,16
15039391,1
15040371,987
15040413,241
15041844,841
15041879,17
15043223,12
15046023,1
15046307,33
15047147,24
15047574,1
15048647,43
15049719,38
15054401,24
15055997,74
15056817,18
15059869,20
15061154,92
15061443,28
15063642,84
15066582,46
15067646,32
15068115,3
15068528,9320
15068653,9
15068840,1
15071423,1335
15071664,154
15073722,33
15073862,4
15075931,33
15076666,116
15080306,21
15081974,1
15082800,3
15082815,225
15082952,3
15084977,22
15085661,53
15086189,199
15087663,26
15087834,302
15088380,1764
15090092,3
15090312,27
15094084,13
15095065,436
15095527,6
15096066,62
15097389,251
15097746,4
15097921,13
15100172,29
15100459,116
15100665,195
15100965,25
15101028,1
15102828,10
15103590,45
15105004,25
15105816,20
15106118,9
15106943,648
15111305,177
15113822,2
15114188,28
15115602,36
15117276,12
15118291,83
15118386,23
15119219,125
15119558,26
15119824,240
15120271,52
15120706,27
15121802,73
15122840,11
15122950,17
15124549,46
15127206,4443
15128126,53
15128377,1
15130232,18
15130925,25
15131455,29
15131997,827
15133117,27
15133326,22
15133578,168
15134068,1
15136134,18
15137104,44
15137223,709
15137373,54
15139102,52
15139386,17
15139743,10
15140418,103
15142356,70
15142776,17
15143400,2
15144443,4
15146899,44
15147562,2
15149389,22
15149452,22
15149510,43
15149679,35
15150133,6
15151678,21
15152093,28
15153032,26
15154401,26
15155286,26
15157358,28
15159366,372
15160885,302
15163746,73
15164544,1
15165099,2
15165510,44
15165965,8
15167032,33
15167508,83
15167689,69
15167816,368
15168121,11
15168270,1
15170707,3
15172071,51
15173087,32
15174171,2
15174554,63
15182975,1
15183020,26
15184909,122
15186125,23
15187175,123
15187576,644
15190152,56
15191832,24
15192455,1
15193160,1277
15195753,144
15195977,9
15196170,48
15196718,11
15198592,426
15198713,49
15199294,18
15199446,173
15199728,167
15200393,119
15200414,13
15201469,49
15201521,22
15202358,128
15202465,2192
15203410,118
15203614,48
15205125,7
15208805,95
15211115,22
15211381,1223
15211535,126
15211871,54
15213229,12
15215044,16
15215311,1
15216122,55
15216540,26
15218810,67
15218916,65
15219739,93
15220124,467
15220602,109
15222598,55
15225244,21
15225405,73
15226119,2
15226375,42
15226385,24
15228401,52
15228566,13
15228918,124
15230122,26
15230998,12
15231095,1
15233679,401
15238030,118
15238263,89
15238578,2
15239675,22
15242825,3
15243394,430
15243483,1
15244029,1893
15244353,123
15244556,4
15244704,10
15246160,1
15246208,52
15247455,58
15250548,1048
15251193,53
15251260,1
15252740,107
15253643,3
15254090,46
15255546,5
15256575,41
15256842,36
15257688,64
15261048,24
15261200,7
15262495,62
15262805,10
15265305,4
15265920,45
15266961,60
15268399,6
15269831,8
15270982,75
15272652,49
15273103,4
15273674,13
15274488,35
15275930,145
15277092,2
15277834,5
15279050,35
15282599,344
15284113,28
15284352,7
15284832,42
15284918,14
15285086,61
15285465,63
15286199,10
15286340,3
15286407,25
15289742,55
15289804,7
15290645,2
15291310,2
15291538,94
15292051,25
15292749,10
15292800,9
15293367,12
15294502,3
15294716,11
15295857,17
15296097,129
15297805,38
15298076,746
15299119,1
15299287,22
15299765,23
15299906,27
15300038,38
15300402,69
15300486,2
15300585,22
15300977,41
15301579,3
15301872,26
15302304,2
15302815,4
15303132,23
15303606,59
15304098,422
15304805,26
15304999,71
15305491,27
15305720,14
15309104,26
15309251,31
15309598,41
15311306,1016
15312184,24
15315159,54
15315291,1
15315807,565
15318124,202
15319429,168
15320028,21
15320143,75
15322009,2
15322760,50
15322877,13
15322957,1
15323489,32
15324417,3
15328655,10
15329424,47
15332666,182
15335526,439
15335694,5
15337846,129
15338182,1
15338795,28
15342465,434
15343389,44
15346742,26
15347827,8
15348044,6
15348506,13
15351493,26
15352126,6
15352273,5
15352959,103
15354373,7
15355591,1130
15356081,69
15356323,1
15356682,54
15359777,18
15360140,10
15360735,1
15360917,1
15361426,72
15361583,31
15362105,1
15362784,28
15363270,26
15363689,68
15364327,5
15364705,94
15366629,1
15367161,35
15369094,27
15370064,2
15372290,155
15372447,67
15372913,73
15375191,1
15376282,329
15379334,10
15380007,149
15381572,13
15382104,448
15383297,27
15384295,27
15384687,13
15386906,145
15387245,253
15387732,27
15391662,1
15393496,560
15395399,216
15396505,11
15396730,45
15397521,17
15400762,17
15400941,23
15401777,601
15402189,469
15402287,1
15402588,1
15402911,218
15404429,67
15406079,4
15406158,21
15406845,9
15407101,95
15408130,98
15408361,7
15408713,30
15408886,27
15409180,3
15409204,95
15409665,23
15409974,30
15410230,138
15413144,99
15413333,75
15413782,3
15413807,21
15417027,27
15417267,30
15418073,4
15418745,1
15418969,214
15419008,14
15419885,249
15420039,23
15420830,829
15423082,19
15424552,38
15424650,56
15425632,1
15428237,6
15431792,44
15432084,81
15432308,339
15433669,12
15435468,21
15438534,143
15440276,79
15441250,140
15442080,514
15442741,219
15443434,156
15443879,2
15444029,10
15444194,1446
15444400,70
15444530,73
15444959,31
15445072,2
15445954,2
15447969,11
15449916,139
15450210,148
15450370,85
15452552,25
15458260,8
15459916,1
15461904,3
15462100,27
15463853,160
15465799,357
15467884,45
15474471,7
15474640,6
15476814,192
15477810,279
15478468,54
15479663,14
15480393,704
15480457,72
15480611,24
15483046,6
15484096,23
15486035,64
15486287,103
15488927,11
15492328,58
15494359,42
15495318,18
15496841,142
15497516,51
15501107,686
15502513,3
15502819,37
15503353,1
15505269,43
15506209,19
15506235,2
15506410,233
15508412,1
15509973,1
15511376,60
15511758,22
15512685,144
15513266,8
15513756,66
15515183,43
15515391,5
15516329,6
15517582,34
15518109,164
15518515,250
15520182,62
15520860,2705
15521729,133
15523268,221
15524263,6
15524858,299
15525299,178
15525991,22
15526845,7
15527042,43
15527294,12
15529674,4
15530210,119
15532088,52
15532809,21
15533122,16
15533139,12
15533677,36
15534426,53
15535096,56
15538970,1
15540265,34
15544073,35
15544576,37
15544714,1
15547257,109
15549383,39
15549511,19
15550205,370
15553597,1
15553954,1
15554010,359
15555098,14
15555767,78
15556231,55
15557064,6
15557100,42
15557415,10
15557853,22
15559514,52
15560291,18
15564610,476
15566813,130
15567151,39
15568033,56
15568405,2
15569088,48
15569375,82
15571387,2
15571818,1470
15574709,19
15576081,28
15576277,21
15578121,25
15578309,2
15580962,263
15585324,114
15585940,4
15588564,29
15588863,1
15588977,13
15591001,1
15591526,6
15592286,120
15596397,10
15596474,80
15597172,26
15598084,50
15600903,1
15601666,26
15601834,53
15601946,8
15606384,839
15609418,20
15610930,16
15611567,114
15611846,27
15612085,409
15612208,97
15612257,6
15616621,61
15616933,1
15617881,42
15618872,41
15619698,2
15620477,1
15620568,192
15621303,224
15622241,19
15623856,66
15624045,347
15624731,33
15625322,70
15628037,3
15628717,223
15630277,1456
15632650,460
15632707,554
15633385,2436
15637352,243
15637872,1695
15638698,173
15640308,21
15640322,22
15640407,34
15641022,1
15641090,27
15642583,236
15643932,74
15645853,1
15646146,23
15647749,26
15649234,51
15649843,454
15649850,27
15655335,1
15655526,2
15656752,23
15657256,56
15658716,21
15659836,34
15661323,110
15662331,88
15662629,120
15663520,27
15663688,74
15666944,35
15667006,8
15667748,328
15668320,1103
15669937,176
15671584,4
15672163,20
15672906,31
15672926,71
15672949,21
15673627,1
15674407,29
15674574,20
15674643,86
15678809,579
15681853,4
15682351,22
15684275,1
15686107,3
15686220,24
15687670,1
15689585,24
15689645,27
15689848,24
15690323,7
15692325,661
15695195,73
15695235,3
15695746,3
15696838,216
15700275,1
15700739,8
15702545,179
15703652,481
15704104,34
15706459,5628
15706722,83
15709119,26
15709445,1187
15711603,7
15711867,99
15712471,270
15714262,1
15714443,1
15717225,97
15717306,121
15717687,73
15718456,88
15718608,13
15720393,261
15721792,165
15721950,31
15722437,18
15722768,36
15724616,19
15725573,89
15726436,1
15727505,32
15727568,4
15728481,1
15729364,101
15729850,1
15731818,76
15731834,3
15733515,3
15738001,1
15738113,22
15738267,3
15738677,54
15739100,4
15739321,10
15740149,277
15741444,31
15743367,46
15743654,1
15743997,66
15744111,1
15744151,1
15744970,87
15745635,13
15746855,31
15747332,27
15749382,620
15750381,33
15751599,299
15752949,32
15754256,8
15756208,27
15756800,13
15757234,63
15758706,55
15758739,146
15759945,38
15760225,247
15762148,440
15763088,32
15763333,4
15764836,1
15765417,1
15766796,55
15767443,94
15769270,25
15769449,17
15772039,2
15773029,2
15773506,20
15773754,104
15774156,67
15775520,9
15776274,8
15778329,27
15778514,8
15779277,3
15780449,443
15781316,1
15781414,14
15781705,1
15781911,44
15784887,22
15786650,779
15786678,89
15786784,162
15787047,630
15787222,27
15787617,2
15788937,25
15789121,1
15789223,21
15789847,20
15790729,177
15791296,174
15791473,24
15792105,237
15792707,2
15792784,21
15796031,5
15799262,24
15799360,26
15801530,142
15802597,16
15804469,1
15805758,42
15806416,186
15806874,218
15807034,13
15807288,26
15807391,582
15808736,2
15809104,968
15811093,3
15812536,50
15812575,18
15813055,70
15813160,14
15813457,1
15814438,8
15815357,1
15815698,284
15816087,82
15816652,7
15818729,54
15820342,13
15821042,43
15821272,1
15821691,91
15822279,14
15823022,67
15823540,60
15824102,40
15824435,201
15825337,38
15825668,56
15827984,18
15828025,19
15828371,2
15828434,25
15829779,26
15830755,7
15832710,28
15832760,96
15833160,2
15833823,8
15834024,39
15834255,64
15834832,46
15835091,111
15835529,8
15835909,44
15835986,20
15836362,34
15836624,1
15836729,112
15837482,49
15837923,67
15838665,14
15838822,24
15839598,207
15840268,49
15841356,99
15843869,24
15843936,35
15845064,19
15845532,125
15845632,32
15845668,2
15846458,18
15849062,46
15850869,99
15851572,25
15851943,110
15852458,8
15854130,12
15854954,29
15855180,15
15856403,84
15856651,341
15860043,86
15860585,77
15861222,4
15862325,63
15863006,10
15863069,2
15864498,28
15865034,43
15866732,94
15867274,72
15867788,34
15868802,18
15871085,50
15871351,2
15871854,18
15872813,12
15872972,24
15873077,103
15874358,42
15874738,27
15875201,86
15875887,49
15875895,233
15877605,32
15880066,73
15881054,168
15884782,19
15885579,77
15888992,6
15890090,498
15890244,26
15890409,20
15890593,10
15892350,10
15893953,31
15894452,26
15896333,3
15897459,62
15897726,33
15898103,53
15898518,2
15898754,7
15899946,1
15900288,45
15900762,1
15901018,54
15904734,3
15907618,195
15909070,32
15909841,85
15911796,50
15912287,26
15913119,14
15915248,1
15915594,1
15915707,56
15915989,2
15919074,24
15919640,19
15919817,154
15919923,2
15920882,3
15923117,54
15926615,849
15929162,1
15930351,1
15930904,335
15931296,64
15933731,17
15933826,286
15937589,21
15938326,6
15938429,57
15939563,50
15939762,1
15940679,348
15942773,4
15944225,7
15945240,41
15948159,23
15948459,2
15949167,257
15952040,219
15952614,1
15952921,6
15953693,1
15958142,173
15958736,894
15961720,30
15961925,7
15962364,1889
15962750,36
15963310,227
15963349,183
15963470,31
15963698,81
15966032,84
15968315,25
15971717,440
15973152,22
15973639,17
15975081,98
15976778,47
15977267,343
15977503,7
15977632,81
15978542,74
15979255,1
15979304,47
15980758,48
15982959,27
15983271,22
15984064,34
15985583,22
15986792,5
15988271,137
15988558,22
15988605,18
15988752,1
15988804,2
15991664,3
15994104,28
15994285,9
15995622,27
15995978,43
15996126,3
15996581,39
15996623,125
15997558,127
15998283,20
15998387,1
15999295,60
15999455,15
16000121,41
16000659,21
16001002,304
16002922,22
16003460,50
16003747,9
16003900,1208
16004226,19
16007416,254
16007906,4
16008513,388
16009482,28
16009745,99
16010249,6
16010763,24
16011329,53
16012106,184
16013484,116
16013648,1
16013679,38
16014632,7
16014731,103
16015390,3
16015663,368
16016535,60
16018460,75
16019888,18
16020084,8
16021262,25
16022345,1
16022477,25
16023646,455
16023859,52
16023997,444
16024081,12
16024088,180
16024391,24
16024508,535
16024666,24
16026463,6
16026716,23
16027507,13
16027640,18
16028690,310
16028984,1
16031062,36
16031131,69
16031168,70
16031315,172
16032138,2
16032966,4
16033372,36
16033637,130
16033849,2
16034261,42
16034531,293
16034920,39
16035074,13
16035148,3
16035193,23
16035732,19
16035795,20
16036170,127
16036982,25
16037089,1
16038243,635
16038286,1
16038405,30
16039628,72
16040689,10
16040752,29
16041185,1
16041620,3
16041744,1
16042305,1
16042414,47
16045286,4
16045602,58
16045945,1
16046433,476
16048010,31
16048627,2
16048904,1
16050599,26
16050611,56
16050618,24
16051111,68
16051360,213
16051377,89
16052210,31
16052231,25
16052637,348
16053191,20
16055525,55
16057891,45
16058453,25
16059084,33
16059713,2
16059860,3
16061040,20
16062210,482
16063476,172
16064590,45
16064646,7
16065419,1
16066571,61
16068764,9
16069086,22
16069168,4
16071025,51
16071075,292
16071424,503
16073060,70
16073434,37
16074041,55
16075191,135
16076029,16
16076108,26
16077178,107
16077837,25
16078719,266
16079734,537
16081806,119
16082722,3
16083738,839
16085037,73
16085606,7
16085879,39
16086096,22
16086159,109
16087118,9
16087872,10
16091967,1
16098659,27
16099015,81
16099485,251
16101384,38
16101994,182
16102455,23
16103379,59
16103708,21
16103967,107
16108298,2
16109273,120
16110937,57
16112500,22
16113268,20
16113538,342
16113865,48
16114145,32
16114866,26
16115165,27
16116616,65
16117626,252
16119127,87
16119156,30
16119701,50
16120361,13
16121598,15
16122510,38
16123075,78
16123778,25
16125863,16
16126851,81
16127008,2
16127221,56
16128303,57
16129680,24
16129958,223
16129984,143
16132283,1
16133073,247
16133359,22
16134410,98
16136587,20
16138960,3
16139346,13
16139870,11
16139945,23
16139959,76
16141089,13
16141124,31
16141957,24
16142196,24
16143853,20
16143907,1989
16144245,23
16145276,1
16146157,11
16146752,20
16147148,29
16147834,69
16149983,117
16150795,1326
16151260,4
16151729,6
16152188,1
16153437,175
16154094,3
16154417,40
16154432,1
16154471,9
16154907,6
16154976,61
16157181,376
16157927,56
16158103,45
16158925,1
16159568,3
16159609,11
16163759,8
16163846,23
16164510,24
16164874,1009
16166527,97
16167401,4
16169359,22
16172029,113
16172173,2
16172456,12
16173357,23
16173534,135
16173625,24
16173891,41
16174406,22
16174725,53
16174959,22
16176291,3
16176677,1
16176963,1
16177026,1
16178998,4
16179278,6
16179721,2
16180436,24
16180503,23
16182899,31
16183058,22
16183229,66
16184241,50
16185267,21
16185823,19
16186358,22
16187267,27
16189339,10
16191089,23
16191468,134
16192158,2
16193484,43
16193607,7
16194426,263
16194930,27
16195381,617
16195938,30
16197103,30
16199104,355
16199839,60
16200236,149
16201561,7
16202332,32
16202612,28
16204831,18
16205593,85
16207425,124
16207719,57
16208314,248
16208632,112
16208695,10
16208716,26
16208771,46
16210015,29
16210365,74
16211065,10
16213265,2005
16213363,42
16213706,26
16214474,27
16214952,2
16215328,42
16215615,105
16215818,109
16217358,145
16218060,248
16218942,20
16219192,14
16219341,23
16219608,54
16220048,101
16220081,224
16221413,58
16221631,1
16222036,32
16222813,13
16223245,12
16223343,31
16223549,52
16223854,6
16224458,103
16224484,25
16224764,6
16227930,15
16229090,17
16229260,57
16230619,2
16230822,83
16231645,711
16232772,9
16233230,1
16234027,8
16234118,1
16234214,470
16234945,119
16236205,30
16238099,25
16239131,5
16240292,34
16240474,67
16241118,81
16241991,9
16242477,31
16242642,1
16243282,40
16243331,24
16243370,145
16244611,55
16245164,8
16245344,2057
16246037,1
16247405,19
16249855,627
16249992,241
16250204,3
16251640,4
16252141,32
16253023,18
16253046,1
16254524,27
16254598,56
16254945,27
16255328,704
16255741,394
16256224,43
16256501,220
16257002,20
16257531,27
16257911,27
16258420,20
16258693,24
16258814,95
16263645,4
16268077,13
16268206,32
16269305,16
16271778,322
16272122,29
16272283,6
16273480,26
16273519,30
16274075,19
16274271,21
16274480,4
16275495,19
16275866,107
16277236,2
16278986,1
16280127,140
16280312,47
16280899,148
16281142,27
16281366,32
16281891,59
16282759,80
16283265,55
16285909,8
16288590,31
16288753,26
16288919,5
16290130,36
16290371,28
16291679,28
16293517,15
16294967,80
16296530,58
16296934,26
16298442,19
16298617,381
16299167,1
16300297,53
16300591,24
16301304,174
16302257,7
16302527,4
16304802,2
16305224,38
16306226,5
16307329,32
16308907,11
16309159,145
16311126,33
16312252,17
16318095,33
16319063,21
16319614,3
16319918,1
16321693,2
16322787,5
16323457,1
16325935,516
16326757,5
16327359,8
16328989,53
16329528,147
16330674,19
16331209,14
16332111,12
16332364,106
16334800,41
16336213,7
16336318,33
16337936,1179
16341090,11
16341748,1
16342392,23
16343059,12
16343347,1
16344627,36
16345033,43
16348141,51
16349672,4
16350101,47
16353049,25
16354215,42
16354407,27
16354985,65
16355135,9
16355715,139
16356252,2
16356259,64
16357430,4
16357729,42
16360048,119
16360123,1
16360468,1
16363101,139
16365963,2
16366636,21
16367328,207
16367921,1
16368216,25
16368852,23
16369219,543
16370275,3
16373040,14
16373383,11362
16375049,7
16376471,74
16376849,1005
16376978,23
16382253,156
16384696,1
16385137,20
16388678,33
16390505,14
16391195,1901
16391756,207
16393555,2
16394530,59
16394538,30
16395111,79
16395146,6
16395588,76
16395980,2
16396701,56
16398406,14
16398626,3
16399948,6
16401285,2
16401717,17
16401804,12
16401838,873
16405541,24
16406883,164
16407156,4
16407485,25
16407957,8
16408292,9
16410896,51
16411092,193
16411188,22
16412301,21
16412920,127
16413501,13
16414142,37
16414506,16
16414746,16
16415468,50
16415517,1
16415741,4
16417225,101
16417890,381
16419429,92
16419504,23
16423634,34
16423965,552
16426394,391
16427175,25
16427477,1
16427844,5
16428025,46
16428135,24
16428410,1
16428940,33
16429390,14
16429677,20
16432183,1
16432951,1
16433000,27
16433080,7
16433462,1545
16434164,4
16434535,24
16434907,36
16436027,62
16436034,1
16436290,1
16436356,25
16436696,10
16436843,22
16437014,516
16437440,3
16438036,44
16441088,1
16441771,54
16443241,68
16444546,349
16446324,185
16446750,64
16446757,49
16446918,14
16447457,12
16447462,21
16448652,76
16448906,21
16449663,1512
16450902,1
16451466,1
16452491,431
16453608,26
16453860,18
16456180,42
16457262,236
16457629,146
16458179,7
16458375,13
16458790,23
16461870,20
16461947,2
16462143,44
16465228,46
16465795,305
16466672,11
16467048,70
16468017,265
16468787,19
16472126,1
16473497,25
16474407,35
16475471,10
16477886,23
16478453,37
16478703,48
16481475,67
